"Activity" "Subject" "Type" "Coordinate" "mean" "std"
"WALKING_UPSTAIRS" 15 "tBodyAccJerk" "Z" -0.00440993190077744 -0.825820881576219
"WALKING_UPSTAIRS" 15 "tBodyAccJerkMag" NA -0.654799694757531 -0.625660376546646
"WALKING_UPSTAIRS" 15 "tBodyAccMag" NA -0.527285352000488 -0.557147874176037
"WALKING_UPSTAIRS" 15 "tBodyGyro" "X" -0.0281278780610671 -0.696859473045732
"WALKING_UPSTAIRS" 15 "tBodyGyro" "Y" -0.075878845519878 -0.708779069191463
"WALKING_UPSTAIRS" 15 "tBodyGyro" "Z" 0.0906658516 -0.721826987530488
"WALKING_UPSTAIRS" 15 "tBodyGyroJerk" "X" -0.0960910108539634 -0.731382711036585
"WALKING_UPSTAIRS" 15 "tBodyGyroJerk" "Y" -0.0441270690182012 -0.853956592073171
"WALKING_UPSTAIRS" 15 "tBodyGyroJerk" "Z" -0.0555645456881098 -0.795626198384146
"WALKING_UPSTAIRS" 15 "tBodyGyroJerkMag" NA -0.805282669512195 -0.837120078079268
"WALKING_UPSTAIRS" 15 "tBodyGyroMag" NA -0.617721779796037 -0.675336960047866
"WALKING_UPSTAIRS" 15 "tGravityAcc" "X" 0.688872511512195 -0.968733398628049
"WALKING_UPSTAIRS" 15 "tGravityAcc" "Y" 0.102660491875 -0.956369493993902
"WALKING_UPSTAIRS" 15 "tGravityAcc" "Z" 0.0372897701757012 -0.947240058048781
"WALKING_UPSTAIRS" 15 "tGravityAccMag" NA -0.527285352000488 -0.557147874176037
"WALKING_UPSTAIRS" 16 "fBodyAcc" "X" -0.700885147341803 -0.656969045058415
"WALKING_UPSTAIRS" 16 "fBodyAcc" "Y" -0.671572147098798 -0.661844530506831
"WALKING_UPSTAIRS" 16 "fBodyAcc" "Z" -0.660989948160437 -0.605646725307104
"WALKING_UPSTAIRS" 16 "fBodyAccJerk" "X" -0.744662041612022 -0.73477673661306
"WALKING_UPSTAIRS" 16 "fBodyAccJerk" "Y" -0.748627001551913 -0.738434398105465
"WALKING_UPSTAIRS" 16 "fBodyAccJerk" "Z" -0.752302172079235 -0.782089515344262
"WALKING_UPSTAIRS" 16 "fBodyAccJerkMag" NA -0.713167613706148 -0.729869398769672
"WALKING_UPSTAIRS" 16 "fBodyAccMag" NA -0.666962508246721 -0.712680990765301
"WALKING_UPSTAIRS" 16 "fBodyGyro" "X" -0.789780147036612 -0.804991831502732
"WALKING_UPSTAIRS" 16 "fBodyGyro" "Y" -0.815962130027322 -0.809421448142077
"WALKING_UPSTAIRS" 16 "fBodyGyro" "Z" -0.756286641721311 -0.756993640724044
"WALKING_UPSTAIRS" 16 "fBodyGyroJerkMag" NA -0.87277228273224 -0.886533212213115
"WALKING_UPSTAIRS" 16 "fBodyGyroMag" NA -0.81712881920765 -0.802078223409836
"WALKING_UPSTAIRS" 16 "tBodyAcc" "X" 0.277887440374317 -0.668161498298634
"WALKING_UPSTAIRS" 16 "tBodyAcc" "Y" -0.0158567888309016 -0.649947067892896
"WALKING_UPSTAIRS" 16 "tBodyAcc" "Z" -0.107263924445355 -0.603819902386066
"WALKING_UPSTAIRS" 16 "tBodyAccJerk" "X" 0.0775488885374317 -0.72786174352459
"WALKING_UPSTAIRS" 16 "tBodyAccJerk" "Y" 0.00884018328270219 -0.735080198043716
"WALKING_UPSTAIRS" 16 "tBodyAccJerk" "Z" -0.00143730005564208 -0.767873049380055
"WALKING_UPSTAIRS" 16 "tBodyAccJerkMag" NA -0.725246870486339 -0.719647028238525
"WALKING_UPSTAIRS" 16 "tBodyAccMag" NA -0.616131116889044 -0.661719690491803
"WALKING_UPSTAIRS" 16 "tBodyGyro" "X" -0.0122341446725137 -0.799534450491803
"WALKING_UPSTAIRS" 16 "tBodyGyro" "Y" -0.0724444803980874 -0.810124133715847
"WALKING_UPSTAIRS" 16 "tBodyGyro" "Z" 0.0730144651530055 -0.737629967961749
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk" "X" -0.107361614801257 -0.858298719153005
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk" "Y" -0.0416615668939617 -0.86957312057377
"WALKING_UPSTAIRS" 16 "tBodyGyroJerk" "Z" -0.0539470410873497 -0.837039926065574
"WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag" NA -0.860446372459016 -0.87480016568306
"WALKING_UPSTAIRS" 16 "tBodyGyroMag" NA -0.718168775628415 -0.78482286579235
"WALKING_UPSTAIRS" 16 "tGravityAcc" "X" 0.700906130308743 -0.971156432131148
"WALKING_UPSTAIRS" 16 "tGravityAcc" "Y" -0.0605235993797814 -0.964727519945355
"WALKING_UPSTAIRS" 16 "tGravityAcc" "Z" 0.0402075536234973 -0.945294028639344
"WALKING_UPSTAIRS" 16 "tGravityAccMag" NA -0.616131116889044 -0.661719690491803
"WALKING_UPSTAIRS" 17 "fBodyAcc" "X" -0.994496322758621 -0.995250992758621
"WALKING_UPSTAIRS" 17 "fBodyAcc" "Y" -0.982367664137931 -0.97835155862069
"WALKING_UPSTAIRS" 17 "fBodyAcc" "Z" -0.986495766206897 -0.978759603793103
"WALKING_UPSTAIRS" 17 "fBodyAccJerk" "X" -0.994117062068966 -0.994459398275862
"WALKING_UPSTAIRS" 17 "fBodyAccJerk" "Y" -0.988820999655172 -0.990414811034483
"WALKING_UPSTAIRS" 17 "fBodyAccJerk" "Z" -0.990597965172414 -0.991935782413793
"WALKING_UPSTAIRS" 17 "fBodyAccJerkMag" NA -0.993005947241379 -0.992630932068965
"WALKING_UPSTAIRS" 17 "fBodyAccMag" NA -0.990007266206896 -0.98628791137931
"WALKING_UPSTAIRS" 17 "fBodyGyro" "X" -0.985993540344828 -0.987354722068966
"WALKING_UPSTAIRS" 17 "fBodyGyro" "Y" -0.987392253103448 -0.98380969137931
"WALKING_UPSTAIRS" 17 "fBodyGyro" "Z" -0.988668107931034 -0.988732922758621
"WALKING_UPSTAIRS" 17 "fBodyGyroJerkMag" NA -0.99327833 -0.993482856896552
"WALKING_UPSTAIRS" 17 "fBodyGyroMag" NA -0.986607555172414 -0.981446073103448
"WALKING_UPSTAIRS" 17 "tBodyAcc" "X" 0.276134936206897 -0.99504124
"WALKING_UPSTAIRS" 17 "tBodyAcc" "Y" -0.0178192998868966 -0.979413535862069
"WALKING_UPSTAIRS" 17 "tBodyAcc" "Z" -0.112173902413793 -0.980976484137931
"WALKING_UPSTAIRS" 17 "tBodyAccJerk" "X" 0.0758626965517241 -0.994019934482759
"WALKING_UPSTAIRS" 17 "tBodyAccJerk" "Y" 0.0100040808789655 -0.989158120689655
"WALKING_UPSTAIRS" 17 "tBodyAccJerk" "Z" -0.00236484369931035 -0.992004427241379
"WALKING_UPSTAIRS" 17 "tBodyAccJerkMag" NA -0.993245806206897 -0.993375015172414
"WALKING_UPSTAIRS" 17 "tBodyAccMag" NA -0.985418968275862 -0.986826527241379
"WALKING_UPSTAIRS" 17 "tBodyGyro" "X" -0.0257577297931034 -0.986979955517241
"WALKING_UPSTAIRS" 17 "tBodyGyro" "Y" -0.0661512840241379 -0.985073170689655
"WALKING_UPSTAIRS" 17 "tBodyGyro" "Z" 0.087130975137931 -0.987937566551724
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk" "X" -0.100183297172414 -0.991854138275862
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk" "Y" -0.0417622900689655 -0.993318104482759
"WALKING_UPSTAIRS" 17 "tBodyGyroJerk" "Z" -0.0547796899655172 -0.993400307586207
"WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag" NA -0.994309820689655 -0.993276945862069
"WALKING_UPSTAIRS" 17 "tBodyGyroMag" NA -0.983299607586207 -0.981656969655172
"WALKING_UPSTAIRS" 17 "tGravityAcc" "X" 0.908399606896552 -0.993349445862069
"WALKING_UPSTAIRS" 17 "tGravityAcc" "Y" -0.198659870344828 -0.984760977241379
"WALKING_UPSTAIRS" 17 "tGravityAcc" "Z" -0.278195591724138 -0.98129168137931
"WALKING_UPSTAIRS" 17 "tGravityAccMag" NA -0.985418968275862 -0.986826527241379
"WALKING_DOWNSTAIRS" 17 "fBodyAcc" "X" -0.622462544449351 -0.559142964689676
"WALKING_DOWNSTAIRS" 17 "fBodyAcc" "Y" -0.569180425379852 -0.542590163514454
"WALKING_DOWNSTAIRS" 17 "fBodyAcc" "Z" -0.696059808678466 -0.629065517609145
"WALKING_DOWNSTAIRS" 17 "fBodyAccJerk" "X" -0.692948207482301 -0.649348718874041
"WALKING_DOWNSTAIRS" 17 "fBodyAccJerk" "Y" -0.669598735445428 -0.635163006465487
"WALKING_DOWNSTAIRS" 17 "fBodyAccJerk" "Z" -0.786440272035398 -0.808333054336283
"WALKING_DOWNSTAIRS" 17 "fBodyAccJerkMag" NA -0.672302752918879 -0.666929054969322
"WALKING_DOWNSTAIRS" 17 "fBodyAccMag" NA -0.616776986006785 -0.661980075745723
"WALKING_DOWNSTAIRS" 17 "fBodyGyro" "X" -0.706700939954277 -0.751468354340413
"WALKING_DOWNSTAIRS" 17 "fBodyGyro" "Y" -0.75655421820059 -0.742303506283186
"WALKING_DOWNSTAIRS" 17 "fBodyGyro" "Z" -0.704461092123894 -0.724259849884956
"WALKING_DOWNSTAIRS" 17 "fBodyGyroJerkMag" NA -0.815081807581121 -0.820032370707965
"WALKING_DOWNSTAIRS" 17 "fBodyGyroMag" NA -0.750925804837758 -0.765190625132743
"WALKING_DOWNSTAIRS" 17 "tBodyAcc" "X" 0.273849441115044 -0.575384465440796
"WALKING_DOWNSTAIRS" 17 "tBodyAcc" "Y" -0.0175178488555457 -0.531725560539469
"WALKING_DOWNSTAIRS" 17 "tBodyAcc" "Z" -0.10894543593472 -0.633174442559882
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerk" "X" 0.081880267239528 -0.655962717654867
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerk" "Y" 0.0083599305380531 -0.641279470927434
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerk" "Z" 0.00313640220584071 -0.798055545516224
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerkMag" NA -0.671076885553097 -0.668331557015634
"WALKING_DOWNSTAIRS" 17 "tBodyAccMag" NA -0.532690252939646 -0.606069140132448
"WALKING_DOWNSTAIRS" 17 "tBodyGyro" "X" -0.0137199915971209 -0.739509361150443
"WALKING_DOWNSTAIRS" 17 "tBodyGyro" "Y" -0.0841275327556873 -0.746029348082596
"WALKING_DOWNSTAIRS" 17 "tBodyGyro" "Z" 0.0761605469356047 -0.697883518596755
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerk" "X" -0.108510381387316 -0.770982322212389
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerk" "Y" -0.0389503517365487 -0.811674344749263
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerk" "Z" -0.0505134530712979 -0.792412597492625
"WALKING_DOWNSTAIRS" 17 "tBodyGyroJerkMag" NA -0.794708804985251 -0.810882493864307
"WALKING_DOWNSTAIRS" 17 "tBodyGyroMag" NA -0.649912792768584 -0.730340424530973
"WALKING_DOWNSTAIRS" 17 "tGravityAcc" "X" 0.681018816489676 -0.969925765014749
"WALKING_DOWNSTAIRS" 17 "tGravityAcc" "Y" 0.00208485938053097 -0.956590055339233
"WALKING_DOWNSTAIRS" 17 "tGravityAcc" "Z" 0.00457967780088496 -0.946280153185841
"WALKING_DOWNSTAIRS" 17 "tGravityAccMag" NA -0.532690252939646 -0.606069140132448
"WALKING_DOWNSTAIRS" 19 "fBodyAcc" "X" -0.587050355097528 -0.5708979748225
"WALKING_DOWNSTAIRS" 19 "fBodyAcc" "Y" -0.521888076609778 -0.530901585022361
"WALKING_DOWNSTAIRS" 19 "fBodyAcc" "Z" -0.647026298284028 -0.680291382637222
"WALKING_DOWNSTAIRS" 19 "fBodyAccJerk" "X" -0.593157169174611 -0.586910128980833
"WALKING_DOWNSTAIRS" 19 "fBodyAccJerk" "Y" -0.596694943936944 -0.572596722878
"WALKING_DOWNSTAIRS" 19 "fBodyAccJerk" "Z" -0.680924493180556 -0.728521901498861
"WALKING_DOWNSTAIRS" 19 "fBodyAccJerkMag" NA -0.576064647812278 -0.641089005857778
"WALKING_DOWNSTAIRS" 19 "fBodyAccMag" NA -0.556404444967972 -0.689860920113889
"WALKING_DOWNSTAIRS" 19 "fBodyGyro" "X" -0.553089575942778 -0.666071315599889
"WALKING_DOWNSTAIRS" 19 "fBodyGyro" "Y" -0.641337299817778 -0.650105402347778
"WALKING_DOWNSTAIRS" 19 "fBodyGyro" "Z" -0.602625307818389 -0.694729075491667
"WALKING_DOWNSTAIRS" 19 "fBodyGyroJerkMag" NA -0.719519008752778 -0.754223739441667
"WALKING_DOWNSTAIRS" 19 "fBodyGyroMag" NA -0.636287999799167 -0.662325968145833
"WALKING_DOWNSTAIRS" 19 "tBodyAcc" "X" 0.269723487105556 -0.574658922919194
"WALKING_DOWNSTAIRS" 19 "tBodyAcc" "Y" -0.0182031515710306 -0.507035084992639
"WALKING_DOWNSTAIRS" 19 "tBodyAcc" "Z" -0.118277180099383 -0.649184726556944
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerk" "X" 0.0774171147766389 -0.571088266146083
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerk" "Y" 0.0115812421960876 -0.571311190432222
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerk" "Z" -0.00186198850195833 -0.705342976190833
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerkMag" NA -0.5762252472125 -0.601918552871944
"WALKING_DOWNSTAIRS" 19 "tBodyAccMag" NA -0.531507362111361 -0.599552767486306
"WALKING_DOWNSTAIRS" 19 "tBodyGyro" "X" -0.0385723953346511 -0.637789914575556
"WALKING_DOWNSTAIRS" 19 "tBodyGyro" "Y" -0.0681420603177778 -0.643866300560306
"WALKING_DOWNSTAIRS" 19 "tBodyGyro" "Z" 0.0883609591559167 -0.645682212189167
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerk" "X" -0.0895939425055556 -0.618836206634444
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerk" "Y" -0.0383208736670278 -0.725991380623889
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerk" "Z" -0.0569649444286944 -0.686684583831583
"WALKING_DOWNSTAIRS" 19 "tBodyGyroJerkMag" NA -0.683436541824444 -0.7255986988425
"WALKING_DOWNSTAIRS" 19 "tBodyGyroMag" NA -0.548919668132222 -0.610093380740278
"WALKING_DOWNSTAIRS" 19 "tGravityAcc" "X" 0.475323016 -0.958290447861111
"WALKING_DOWNSTAIRS" 19 "tGravityAcc" "Y" 0.0964052626666667 -0.95925383425
"WALKING_DOWNSTAIRS" 19 "tGravityAcc" "Z" 0.233011401195083 -0.94180028475
"WALKING_DOWNSTAIRS" 19 "tGravityAccMag" NA -0.531507362111361 -0.599552767486306
"WALKING_DOWNSTAIRS" 21 "fBodyAcc" "X" -0.693486097144118 -0.665349663426471
"WALKING_DOWNSTAIRS" 21 "fBodyAcc" "Y" -0.59377821414902 -0.578748586831863
"WALKING_DOWNSTAIRS" 21 "fBodyAcc" "Z" -0.707713799021814 -0.675588192778676
"WALKING_DOWNSTAIRS" 21 "fBodyAccJerk" "X" -0.71641413145049 -0.709800728388235
"WALKING_DOWNSTAIRS" 21 "fBodyAccJerk" "Y" -0.678615118728922 -0.674102360655147
"WALKING_DOWNSTAIRS" 21 "fBodyAccJerk" "Z" -0.767351986555392 -0.794922813673627
"WALKING_DOWNSTAIRS" 21 "fBodyAccJerkMag" NA -0.679742584809363 -0.683725127418382
"WALKING_DOWNSTAIRS" 21 "fBodyAccMag" NA -0.658664719514706 -0.714345739215931
"WALKING_DOWNSTAIRS" 21 "fBodyGyro" "X" -0.752040828651961 -0.811026710110294
"WALKING_DOWNSTAIRS" 21 "fBodyGyro" "Y" -0.759325714811275 -0.771388318823529
"WALKING_DOWNSTAIRS" 21 "fBodyGyro" "Z" -0.709471420465686 -0.728319304730637
"WALKING_DOWNSTAIRS" 21 "fBodyGyroJerkMag" NA -0.826275026053922 -0.834949863259804
"WALKING_DOWNSTAIRS" 21 "fBodyGyroMag" NA -0.776473060171569 -0.793158526279412
"WALKING_DOWNSTAIRS" 21 "tBodyAcc" "X" 0.277466525522059 -0.672323867377451
"WALKING_DOWNSTAIRS" 21 "tBodyAcc" "Y" -0.0176664578561765 -0.565585190336299
"WALKING_DOWNSTAIRS" 21 "tBodyAcc" "Z" -0.10877848058848 -0.669621813176471
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerk" "X" 0.0822207874776961 -0.699763344205784
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerk" "Y" 0.00350107553584853 -0.66515912310562
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerk" "Z" -0.010659072671299 -0.78182390148299
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerkMag" NA -0.703461275879657 -0.680069218953922
"WALKING_DOWNSTAIRS" 21 "tBodyAccMag" NA -0.620309259553676 -0.6601960145
"WALKING_DOWNSTAIRS" 21 "tBodyGyro" "X" -0.0276346639303578 -0.79617228689951
"WALKING_DOWNSTAIRS" 21 "tBodyGyro" "Y" -0.0784719736838971 -0.765057760637255
"WALKING_DOWNSTAIRS" 21 "tBodyGyro" "Z" 0.0861212668362745 -0.701642028499559
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerk" "X" -0.100558317889216 -0.792483156720588
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerk" "Y" -0.0408236141863333 -0.815859336004902
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerk" "Z" -0.0533861046416422 -0.812017312181373
"WALKING_DOWNSTAIRS" 21 "tBodyGyroJerkMag" NA -0.807817403137255 -0.82408989995098
"WALKING_DOWNSTAIRS" 21 "tBodyGyroMag" NA -0.693779224517157 -0.761303119652451
"WALKING_DOWNSTAIRS" 21 "tGravityAcc" "X" 0.645775957808824 -0.965586634460784
"WALKING_DOWNSTAIRS" 21 "tGravityAcc" "Y" -0.0750963071446078 -0.969330818455882
"WALKING_DOWNSTAIRS" 21 "tGravityAcc" "Z" 0.0321851774362745 -0.953093993308823
"WALKING_DOWNSTAIRS" 21 "tGravityAccMag" NA -0.620309259553676 -0.6601960145
"WALKING_DOWNSTAIRS" 22 "fBodyAcc" "X" -0.63565324919699 -0.57658611649398
"WALKING_DOWNSTAIRS" 22 "fBodyAcc" "Y" -0.554621367574582 -0.567546209132776
"WALKING_DOWNSTAIRS" 22 "fBodyAcc" "Z" -0.723282881277592 -0.706443300175585
"WALKING_DOWNSTAIRS" 22 "fBodyAccJerk" "X" -0.649283145619064 -0.643720768424415
"WALKING_DOWNSTAIRS" 22 "fBodyAccJerk" "Y" -0.613419188476589 -0.612907133218033
"WALKING_DOWNSTAIRS" 22 "fBodyAccJerk" "Z" -0.765568239732441 -0.800838269899666
"WALKING_DOWNSTAIRS" 22 "fBodyAccJerkMag" NA -0.628800131547492 -0.636187050918395
"WALKING_DOWNSTAIRS" 22 "fBodyAccMag" NA -0.61441509667592 -0.699680500173244
"WALKING_DOWNSTAIRS" 22 "fBodyGyro" "X" -0.669187479525084 -0.736449902993311
"WALKING_DOWNSTAIRS" 22 "fBodyGyro" "Y" -0.81408546735786 -0.807400495819398
"WALKING_DOWNSTAIRS" 22 "fBodyGyro" "Z" -0.679035334374582 -0.726376317959866
"WALKING_DOWNSTAIRS" 22 "fBodyGyroJerkMag" NA -0.844035139698997 -0.847554449431438
"WALKING_DOWNSTAIRS" 22 "fBodyGyroMag" NA -0.755664344113712 -0.731033945357859
"WALKING_DOWNSTAIRS" 22 "tBodyAcc" "X" 0.277156731173244 -0.591898038755853
"WALKING_DOWNSTAIRS" 22 "tBodyAcc" "Y" -0.0157362798544615 -0.543513202065318
"WALKING_DOWNSTAIRS" 22 "tBodyAcc" "Z" -0.108891559940803 -0.696409302003679
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerk" "X" 0.0771316429411706 -0.630182598844147
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerk" "Y" 0.0140196360738796 -0.59971491352709
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerk" "Z" -0.00535471338117057 -0.783706594247492
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerkMag" NA -0.649767623265886 -0.630546676298027
"WALKING_DOWNSTAIRS" 22 "tBodyAccMag" NA -0.555508409465953 -0.630466994221472
"WALKING_DOWNSTAIRS" 22 "tBodyGyro" "X" -0.0173964514566555 -0.719340785619732
"WALKING_DOWNSTAIRS" 22 "tBodyGyro" "Y" -0.0892861352287625 -0.808549367023411
"WALKING_DOWNSTAIRS" 22 "tBodyGyro" "Z" 0.0875601891371237 -0.692821756428094
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerk" "X" -0.108536983918729 -0.732439672053512
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerk" "Y" -0.0369228007661538 -0.874226384113712
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerk" "Z" -0.0570277658573913 -0.761410622511706
"WALKING_DOWNSTAIRS" 22 "tBodyGyroJerkMag" NA -0.813134479966555 -0.839890422274247
"WALKING_DOWNSTAIRS" 22 "tBodyGyroMag" NA -0.674479870696321 -0.709682201686622
"WALKING_DOWNSTAIRS" 22 "tGravityAcc" "X" 0.590202951371237 -0.959890000367893
"WALKING_DOWNSTAIRS" 22 "tGravityAcc" "Y" 0.059637422 -0.958295670545485
"WALKING_DOWNSTAIRS" 22 "tGravityAcc" "Z" 0.266233413475819 -0.939955773782609
"WALKING_DOWNSTAIRS" 22 "tGravityAccMag" NA -0.555508409465953 -0.630466994221472
"SITTING" 22 "fBodyAcc" "X" -0.0414589456 0.118339545340909
"SITTING" 22 "fBodyAcc" "Y" 0.1231057773 0.190673821868182
"SITTING" 22 "fBodyAcc" "Z" -0.198565773954545 -0.1092913705
"SITTING" 22 "fBodyAccJerk" "X" 0.00774466264545455 -0.0416593402068182
"SITTING" 22 "fBodyAccJerk" "Y" -0.042898966 -0.0801154312545455
"SITTING" 22 "fBodyAccJerk" "Z" -0.38815349 -0.500476129545455
"SITTING" 22 "fBodyAccJerkMag" NA 0.00382710664090909 -0.0977799986818182
"SITTING" 22 "fBodyAccMag" NA -0.0295832732681818 -0.323464307272727
"SITTING" 22 "fBodyGyro" "X" -0.237124032272727 -0.423153909545455
"SITTING" 22 "fBodyGyro" "Y" -0.483080167727273 -0.437456513181818
"SITTING" 22 "fBodyGyro" "Z" -0.158548504727273 -0.205526546681818
"SITTING" 22 "fBodyGyroJerkMag" NA -0.642050515 -0.673087576363636
"SITTING" 22 "fBodyGyroMag" NA -0.354449740454545 -0.2723853645
"SITTING" 22 "tBodyAcc" "X" 0.242298449272727 0.0764832471304546
"SITTING" 22 "tBodyAcc" "Y" -0.0316561370181818 0.219952845181818
"SITTING" 22 "tBodyAcc" "Z" -0.105664296590909 -0.0935184360181818
"SITTING" 22 "tBodyAccJerk" "X" 0.105897183954545 0.0296014137090909
"SITTING" 22 "tBodyAccJerk" "Y" 0.0320774996545455 -0.0270976569090909
"SITTING" 22 "tBodyAccJerk" "Z" -0.0326983629140909 -0.444640860909091
"SITTING" 22 "tBodyAccJerkMag" NA -0.0662072290227273 -0.0363532663636364
"SITTING" 22 "tBodyAccMag" NA 0.194598717272727 -0.126888896863636
"SITTING" 22 "tBodyGyro" "X" 0.119614300727273 -0.377598602272727
"SITTING" 22 "tBodyGyro" "Y" -0.172162155445455 -0.451114613181818
"SITTING" 22 "tBodyGyro" "Z" -0.0046475084 -0.1330599105
"SITTING" 22 "tBodyGyroJerk" "X" -0.119050870677727 -0.388955637727273
"SITTING" 22 "tBodyGyroJerk" "Y" -0.0593756069681818 -0.665547723636364
"SITTING" 22 "tBodyGyroJerk" "Z" -0.0743422650272727 -0.482172029090909
"SITTING" 22 "tBodyGyroJerkMag" NA -0.543885972272727 -0.644416388636364
"SITTING" 22 "tBodyGyroMag" NA -0.137333612554545 -0.223751816518182
"SITTING" 22 "tGravityAcc" "X" 0.870172199545455 -0.939673766818182
"SITTING" 22 "tGravityAcc" "Y" -0.350769156818182 -0.944104886363636
"SITTING" 22 "tGravityAcc" "Z" -0.1765357405 -0.92719241
"SITTING" 22 "tGravityAccMag" NA 0.194598717272727 -0.126888896863636
"SITTING" 23 "fBodyAcc" "X" -0.599080886430645 -0.633839114436559
"SITTING" 23 "fBodyAcc" "Y" -0.548483208943548 -0.554471679592177
"SITTING" 23 "fBodyAcc" "Z" -0.49021281618414 -0.474767543716048
"SITTING" 23 "fBodyAccJerk" "X" -0.617521836605645 -0.635054351475538
"SITTING" 23 "fBodyAccJerk" "Y" -0.628231338392742 -0.636977610060753
"SITTING" 23 "fBodyAccJerk" "Z" -0.578870810235484 -0.627540367652688
"SITTING" 23 "fBodyAccJerkMag" NA -0.542663319457527 -0.583832309145968
"SITTING" 23 "fBodyAccMag" NA -0.529029284118011 -0.657048917971505
"SITTING" 23 "fBodyGyro" "X" -0.685136501518817 -0.779197054064516
"SITTING" 23 "fBodyGyro" "Y" -0.497783811010484 -0.50785054741371
"SITTING" 23 "fBodyGyro" "Z" -0.617685416736559 -0.644131036807258
"SITTING" 23 "fBodyGyroJerkMag" NA -0.584111049810215 -0.593735302105376
"SITTING" 23 "fBodyGyroMag" NA -0.534657191683602 -0.632288527203763
"SITTING" 23 "tBodyAcc" "X" 0.273493254730108 -0.622594039757258
"SITTING" 23 "tBodyAcc" "Y" -0.019589258786828 -0.532078546615699
"SITTING" 23 "tBodyAcc" "Z" -0.109093982385242 -0.450557203409946
"SITTING" 23 "tBodyAccJerk" "X" 0.0778588215843817 -0.608183751830914
"SITTING" 23 "tBodyAccJerk" "Y" 0.0200470964972984 -0.61898123051828
"SITTING" 23 "tBodyAccJerk" "Z" -0.000717680881887096 -0.603048769571532
"SITTING" 23 "tBodyAccJerkMag" NA -0.58640067170914 -0.55872531418629
"SITTING" 23 "tBodyAccMag" NA -0.532754757205108 -0.56557562579215
"SITTING" 23 "tBodyGyro" "X" -0.0220890418013172 -0.755738625241935
"SITTING" 23 "tBodyGyro" "Y" -0.0825972963754032 -0.500338191139785
"SITTING" 23 "tBodyGyro" "Z" 0.074694942324328 -0.609683451821774
"SITTING" 23 "tBodyGyroJerk" "X" -0.0966990737225806 -0.728692138333333
"SITTING" 23 "tBodyGyroJerk" "Y" -0.0432722741798387 -0.546043593651882
"SITTING" 23 "tBodyGyroJerk" "Z" -0.0621959093526344 -0.740518145887097
"SITTING" 23 "tBodyGyroJerkMag" NA -0.623412641977151 -0.573942888021613
"SITTING" 23 "tBodyGyroMag" NA -0.544207964433387 -0.541949073660753
"SITTING" 23 "tGravityAcc" "X" 0.662324737580645 -0.964393040295699
"SITTING" 23 "tGravityAcc" "Y" 0.0146209197354839 -0.960318907096774
"SITTING" 23 "tGravityAcc" "Z" 0.0518662466372043 -0.934236146612903
"SITTING" 23 "tGravityAccMag" NA -0.532754757205108 -0.56557562579215
"SITTING" 25 "fBodyAcc" "X" -0.748416509682152 -0.705223686579951
"SITTING" 25 "fBodyAcc" "Y" -0.600027697242054 -0.529064652290954
"SITTING" 25 "fBodyAcc" "Z" -0.738509947579462 -0.630224637674572
"SITTING" 25 "fBodyAccJerk" "X" -0.804144642836186 -0.807712525721271
"SITTING" 25 "fBodyAccJerk" "Y" -0.740570312249389 -0.721707668572127
"SITTING" 25 "fBodyAccJerk" "Z" -0.849504849486553 -0.870541516210269
"SITTING" 25 "fBodyAccJerkMag" NA -0.779190075892421 -0.783547229755501
"SITTING" 25 "fBodyAccMag" NA -0.69501971 -0.695367928718826
"SITTING" 25 "fBodyGyro" "X" -0.672197763601467 -0.690398481943765
"SITTING" 25 "fBodyGyro" "Y" -0.81313379207824 -0.723584437530562
